Timestamp for sample frequency every 30 min min, Temperature_Celsius,Relative_Humidity
2022-01-03 22:26:00,19.5,47.3
2022-01-03 22:56:00,19.6,47.7
2022-01-03 23:26:00,19.6,47.5
2022-01-03 23:56:00,19.6,47.5
2022-01-04 00:26:00,19.5,47.5
2022-01-04 00:56:00,19.5,47.2
2022-01-04 01:26:00,19.5,46.7
2022-01-04 01:56:00,19.5,46.7
2022-01-04 02:26:00,19.5,46.7
2022-01-04 02:56:00,19.5,46.3
2022-01-04 03:26:00,20.6,44.4
2022-01-04 03:56:00,19.8,45.5
2022-01-04 04:26:00,19.6,45.8
2022-01-04 04:56:00,19.6,45.4
2022-01-04 05:26:00,19.6,45.8
2022-01-04 05:56:00,19.6,45.6
2022-01-04 06:26:00,19.6,45.6
2022-01-04 06:56:00,19.5,45.8
2022-01-04 07:26:00,19.5,45.6
2022-01-04 07:56:00,19.5,45.6
2022-01-04 08:26:00,19.5,45.5
2022-01-04 08:56:00,19.5,46.4
2022-01-04 09:26:00,19.5,46
2022-01-04 09:56:00,19.4,43.1
2022-01-04 10:26:00,19.4,41
2022-01-04 10:56:00,19.4,39.5
2022-01-04 11:26:00,19.3,39
2022-01-04 11:56:00,19.3,37.6
2022-01-04 12:26:00,19.3,37.6
2022-01-04 12:56:00,19.3,34.9
2022-01-04 13:26:00,19.3,35.2
2022-01-04 13:56:00,19.4,33.8
2022-01-04 14:26:00,19.4,33.7
2022-01-04 14:56:00,19.4,33
2022-01-04 15:26:00,19.5,32.2
2022-01-04 15:56:00,19.4,31.7
2022-01-04 16:26:00,19.4,32
2022-01-04 16:56:00,19.4,30.9
2022-01-04 17:26:00,19.4,30.6
2022-01-04 17:56:00,19.4,29.9
2022-01-04 18:26:00,19.4,29.7
2022-01-04 18:56:00,19.3,29.7
2022-01-04 19:26:00,19.3,29.8
2022-01-04 19:56:00,19.3,29.7
2022-01-04 20:26:00,19.3,29.6
2022-01-04 20:56:00,19.2,29.7
2022-01-04 21:26:00,19.2,29.8
2022-01-04 21:56:00,19.2,30.2
2022-01-04 22:26:00,19.2,30
2022-01-04 22:56:00,19.2,29.9
2022-01-04 23:26:00,19.1,29.9
2022-01-04 23:56:00,19.1,29.8
2022-01-05 00:26:00,19.1,29.9
2022-01-05 00:56:00,19,29.7
2022-01-05 01:26:00,19,29.3
2022-01-05 01:56:00,19,29.3
2022-01-05 02:26:00,19,29.2
2022-01-05 02:56:00,18.9,29.4
2022-01-05 03:26:00,20,28.4
2022-01-05 03:56:00,19.1,29.2
2022-01-05 04:26:00,19.1,28.9
2022-01-05 04:56:00,19,29.1
2022-01-05 05:26:00,19,29.4
2022-01-05 05:56:00,18.9,29.7
2022-01-05 06:26:00,18.9,29.9
2022-01-05 06:56:00,18.9,29.9
2022-01-05 07:26:00,19,29.7
2022-01-05 07:56:00,19,29.8
2022-01-05 08:26:00,19,29.8
2022-01-05 08:56:00,19,29.7
2022-01-05 09:26:00,19,29.8
2022-01-05 09:56:00,19,30.2
2022-01-05 10:26:00,19,30.2
2022-01-05 10:56:00,19,30.3
2022-01-05 11:26:00,19.1,30.2
2022-01-05 11:56:00,19.1,30.1
2022-01-05 12:26:00,19.2,30.4
2022-01-05 12:56:00,19.1,30.5
2022-01-05 13:26:00,19.1,30.6
2022-01-05 13:56:00,19.2,30.6
2022-01-05 14:26:00,19.2,30.7
2022-01-05 14:56:00,19.2,30.5
2022-01-05 15:26:00,19.2,30.5
2022-01-05 15:56:00,19.2,30.6
2022-01-05 16:26:00,19.3,30.7
2022-01-05 16:56:00,19.3,30.9
2022-01-05 17:26:00,19.3,31.1
2022-01-05 17:56:00,19.3,31.4
2022-01-05 18:26:00,19.3,31.3
2022-01-05 18:56:00,19.2,31.3
2022-01-05 19:26:00,19.3,31.3
2022-01-05 19:56:00,19.2,31.5
2022-01-05 20:26:00,19.3,31.3
2022-01-05 20:56:00,19.2,31.3
2022-01-05 21:26:00,19.2,31
2022-01-05 21:56:00,19.1,31.2
2022-01-05 22:26:00,19.2,31.3
2022-01-05 22:56:00,19.1,30.8
2022-01-05 23:26:00,19.1,31.2
2022-01-05 23:56:00,19.1,30.9
2022-01-06 00:26:00,19,30.8
2022-01-06 00:56:00,19,30.7
2022-01-06 01:26:00,18.9,30.5
2022-01-06 01:56:00,18.9,30.5
2022-01-06 02:26:00,18.9,30.2
2022-01-06 02:56:00,18.9,30.1
2022-01-06 03:26:00,19.9,29
2022-01-06 03:56:00,19,29.7
2022-01-06 04:26:00,18.9,29.7
2022-01-06 04:56:00,18.9,29.7
2022-01-06 05:26:00,18.9,29.7
2022-01-06 05:56:00,18.8,29.5
2022-01-06 06:26:00,18.8,29.5
2022-01-06 06:56:00,18.8,29.4
2022-01-06 07:26:00,18.8,29.4
2022-01-06 07:56:00,18.8,29.4
2022-01-06 08:26:00,18.8,29.5
2022-01-06 08:56:00,18.8,29.2
2022-01-06 09:26:00,18.8,29.2
2022-01-06 09:56:00,18.8,29.2
2022-01-06 10:26:00,18.9,29.1
2022-01-06 10:56:00,18.9,29.2
2022-01-06 11:26:00,18.9,29.2
2022-01-06 11:56:00,18.9,28.9
2022-01-06 12:26:00,18.9,28.2
2022-01-06 12:56:00,18.9,28.5
2022-01-06 13:26:00,19,29.8
2022-01-06 13:56:00,19,31.8
2022-01-06 14:26:00,18.9,33
2022-01-06 14:56:00,19,34
2022-01-06 15:26:00,19,33.5
2022-01-06 15:56:00,19,33.8
2022-01-06 16:26:00,19,34.7
2022-01-06 16:56:00,19.1,34.7
2022-01-06 17:26:00,19.1,34.7
2022-01-06 17:56:00,19.1,35.1
2022-01-06 18:26:00,19.1,36.1
2022-01-06 18:56:00,19.1,37.6
2022-01-06 19:26:00,19.2,38.5
2022-01-06 19:56:00,19.1,39.9
2022-01-06 20:26:00,19.2,41.3
2022-01-06 20:56:00,19.1,41.6
2022-01-06 21:26:00,19.1,41.9
2022-01-06 21:56:00,19.1,42.3
2022-01-06 22:26:00,19.2,43.3
2022-01-06 22:56:00,19.1,42.4
2022-01-06 23:26:00,19.2,40.1
2022-01-06 23:56:00,19.2,39.7
2022-01-07 00:26:00,19.2,38.4
2022-01-07 00:56:00,19.2,36.5
2022-01-07 01:26:00,19.2,36.6
2022-01-07 01:56:00,19.2,36.5
2022-01-07 02:26:00,19.1,36
2022-01-07 02:56:00,19.1,35.8
2022-01-07 03:26:00,20.1,34.4
2022-01-07 03:56:00,19.4,35.1
2022-01-07 04:26:00,19.3,35
2022-01-07 04:56:00,19.3,34.6
2022-01-07 05:26:00,19.2,33.9
2022-01-07 05:56:00,19.2,33.3
2022-01-07 06:26:00,19.2,33.1
2022-01-07 06:56:00,19.1,33.1
2022-01-07 07:26:00,19,33.1
2022-01-07 07:56:00,19,32.9
2022-01-07 08:26:00,19,32.7
2022-01-07 08:56:00,19,32.8
2022-01-07 09:26:00,18.9,33
2022-01-07 09:56:00,18.9,32.8
2022-01-07 10:26:00,18.9,32.7
2022-01-07 10:56:00,18.9,32.2
2022-01-07 11:26:00,18.9,31.9
2022-01-07 11:56:00,18.9,31.7
2022-01-07 12:26:00,18.9,30.9
2022-01-07 12:56:00,18.9,31.6
2022-01-07 13:26:00,18.9,32.3
2022-01-07 13:56:00,18.9,32.2
2022-01-07 14:26:00,18.9,32
2022-01-07 14:56:00,18.9,32.3
2022-01-07 15:26:00,18.9,32.9
2022-01-07 15:56:00,18.9,33.1
2022-01-07 16:26:00,18.9,32
2022-01-07 16:56:00,18.9,31.9
2022-01-07 17:26:00,18.9,33
2022-01-07 17:56:00,18.9,33.4
2022-01-07 18:26:00,18.9,32.9
2022-01-07 18:56:00,18.9,32.9
2022-01-07 19:26:00,18.9,32.9
2022-01-07 19:56:00,18.9,32.9
2022-01-07 20:26:00,18.8,32.7
2022-01-07 20:56:00,18.8,32.4
2022-01-07 21:26:00,18.8,32.5
2022-01-07 21:56:00,18.8,32.2
2022-01-07 22:26:00,18.8,32.3
2022-01-07 22:56:00,18.7,32.4
2022-01-07 23:26:00,18.7,32.2
2022-01-07 23:56:00,18.7,32
2022-01-08 00:26:00,18.7,32
2022-01-08 00:56:00,18.7,32.1
2022-01-08 01:26:00,18.7,32.4
2022-01-08 01:56:00,18.7,32.5
2022-01-08 02:26:00,19.4,32.1
2022-01-08 02:56:00,20.9,30.2
2022-01-08 03:26:00,21.4,29.9
2022-01-08 03:56:00,21.6,29.6
2022-01-08 04:26:00,21.9,29.6
2022-01-08 04:56:00,22,29.6
2022-01-08 05:26:00,22.1,29.8
2022-01-08 05:56:00,22.2,30.7
2022-01-08 06:26:00,22.4,32
2022-01-08 06:56:00,22.4,33.1
2022-01-08 07:26:00,22.4,34
2022-01-08 07:56:00,22.5,35
2022-01-08 08:26:00,22.6,35.8
2022-01-08 08:56:00,22.7,36.5
2022-01-08 09:26:00,22.6,37.5
2022-01-08 09:56:00,22.7,38
2022-01-08 10:26:00,22.7,38.7
2022-01-08 10:56:00,22.7,39.3
2022-01-08 11:26:00,22.8,40.1
2022-01-08 11:56:00,22.8,41.2
2022-01-08 12:26:00,22.8,41.7
2022-01-08 12:56:00,22.8,42.1
2022-01-08 13:26:00,22.8,41.9
2022-01-08 13:56:00,22.8,42.6
2022-01-08 14:26:00,22.8,42.5
2022-01-08 14:56:00,22.8,42.5
2022-01-08 15:26:00,22.8,42.3
2022-01-08 15:56:00,22.8,41.7
2022-01-08 16:26:00,22.9,40.3
2022-01-08 16:56:00,22.9,38.8
2022-01-08 17:26:00,22.9,38.1
2022-01-08 17:56:00,22.9,37.1
2022-01-08 18:26:00,22.9,35.8
2022-01-08 18:56:00,22.9,35.1
2022-01-08 19:26:00,22.9,34.3
2022-01-08 19:56:00,22.9,32.5
2022-01-08 20:26:00,22.9,31
2022-01-08 20:56:00,22.9,30.3
2022-01-08 21:26:00,22.9,29.5
2022-01-08 21:56:00,22.9,29.5
2022-01-08 22:26:00,22.9,28.6
2022-01-08 22:56:00,22.9,28.4
2022-01-08 23:26:00,22.9,28.2
2022-01-08 23:56:00,23,28
2022-01-09 00:26:00,22.9,28.1
2022-01-09 00:56:00,23,28
2022-01-09 01:26:00,22.9,28
2022-01-09 01:56:00,22.9,27.8
2022-01-09 02:26:00,22.9,27.6
2022-01-09 02:56:00,23,27.5
2022-01-09 03:26:00,23,27.4
2022-01-09 03:56:00,23,27.3
2022-01-09 04:26:00,23,27.4
2022-01-09 04:56:00,23,27.4
2022-01-09 05:26:00,23,27.3
2022-01-09 05:56:00,23,27.3
2022-01-09 06:26:00,23,27.3
2022-01-09 06:56:00,23,27.1
2022-01-09 07:26:00,23,27
2022-01-09 07:56:00,22.9,27
2022-01-09 08:26:00,22.9,27
2022-01-09 08:56:00,23,27.1
2022-01-09 09:26:00,23,27.2
2022-01-09 09:56:00,22.9,27.4
2022-01-09 10:26:00,23,27.5
2022-01-09 10:56:00,23,27.7
2022-01-09 11:26:00,22.9,27.9
2022-01-09 11:56:00,23,27.9
2022-01-09 12:26:00,23,27.8
2022-01-09 12:56:00,23,28.2
2022-01-09 13:26:00,23,27.8
2022-01-09 13:56:00,22.9,27.7
2022-01-09 14:26:00,22.9,28.1
2022-01-09 14:56:00,22.9,28.1
2022-01-09 15:26:00,23,27.9
2022-01-09 15:56:00,22.9,28.3
2022-01-09 16:26:00,22.9,28.5
2022-01-09 16:56:00,22.9,28.8
2022-01-09 17:26:00,22.9,29.1
2022-01-09 17:56:00,22.9,29
2022-01-09 18:26:00,22.9,29.3
2022-01-09 18:56:00,22.9,29.6
2022-01-09 19:26:00,22.9,29.6
2022-01-09 19:56:00,22.9,29.5
2022-01-09 20:26:00,22.9,29.4
2022-01-09 20:56:00,22.9,29.6
2022-01-09 21:26:00,22.9,29.6
2022-01-09 21:56:00,22.9,29.7
2022-01-09 22:26:00,22.9,29.8
2022-01-09 22:56:00,22.9,29.8
2022-01-09 23:26:00,22.9,29.8
2022-01-09 23:56:00,22.9,29.6
2022-01-10 00:26:00,23,29.8
2022-01-10 00:56:00,22.9,29.7
2022-01-10 01:26:00,22.9,29.7
2022-01-10 01:56:00,23,29.6
2022-01-10 02:26:00,22.9,29.9
2022-01-10 02:56:00,22.9,29.9
2022-01-10 03:26:00,22.9,30.3
2022-01-10 03:56:00,22.9,30.2
2022-01-10 04:26:00,22.9,30.3
2022-01-10 04:56:00,22.9,30.5
2022-01-10 05:26:00,23,30.7
2022-01-10 05:56:00,22.9,30.7
2022-01-10 06:26:00,22.9,30.5
2022-01-10 06:56:00,22.9,30.7
2022-01-10 07:26:00,22.9,31
2022-01-10 07:56:00,22.9,30.9
2022-01-10 08:26:00,22.9,30.9
2022-01-10 08:56:00,22.9,31.3
2022-01-10 09:26:00,22.9,31.2
2022-01-10 09:56:00,22.9,31.1
2022-01-10 10:26:00,22.9,31.1
2022-01-10 10:56:00,22.9,31.4
2022-01-10 11:26:00,22.9,32.2
2022-01-10 11:56:00,22.9,33
2022-01-10 12:26:00,22.9,33.4
2022-01-10 12:56:00,22.9,33.7
2022-01-10 13:26:00,22.8,34.1
2022-01-10 13:56:00,22.9,34.1
2022-01-10 14:26:00,22.9,34.6
2022-01-10 14:56:00,22.9,34.7
2022-01-10 15:26:00,22.9,35.2
2022-01-10 15:56:00,22.8,35.6
2022-01-10 16:26:00,22.8,35.8
2022-01-10 16:56:00,22.9,36.2
2022-01-10 17:26:00,22.9,36.5
2022-01-10 17:56:00,22.9,36.7
2022-01-10 18:26:00,22.8,37.3
2022-01-10 18:56:00,22.9,37.9
2022-01-10 19:26:00,22.8,38.2
2022-01-10 19:56:00,22.9,38.4
2022-01-10 20:26:00,22.8,39.4
2022-01-10 20:56:00,22.8,39.7
2022-01-10 21:26:00,22.9,39.3
2022-01-10 21:56:00,22.8,39
2022-01-10 22:26:00,22.8,38.8
2022-01-10 22:56:00,22.9,38.3
2022-01-10 23:26:00,22.8,38.6
2022-01-10 23:56:00,22.8,38.7
2022-01-11 00:26:00,22.8,38.9
2022-01-11 00:56:00,22.8,39
2022-01-11 01:26:00,22.8,39.8
2022-01-11 01:56:00,22.9,39.3
2022-01-11 02:26:00,22.8,39.4
2022-01-11 02:56:00,22.8,39.6
2022-01-11 03:26:00,22.8,39.3
2022-01-11 03:56:00,22.8,38.9
2022-01-11 04:26:00,22.8,38.6
2022-01-11 04:56:00,22.8,39.1
2022-01-11 05:26:00,22.9,39
2022-01-11 05:56:00,22.8,39.3
2022-01-11 06:26:00,22.8,39.8
2022-01-11 06:56:00,22.8,40.4
2022-01-11 07:26:00,22.7,40.4
2022-01-11 07:56:00,22.7,40.4
2022-01-11 08:26:00,22.9,40.1
2022-01-11 08:56:00,22.7,40.6
2022-01-11 09:26:00,22.8,40.6
2022-01-11 09:56:00,22.7,41.2
2022-01-11 10:26:00,22.8,41.5
2022-01-11 10:56:00,22.7,41.3
2022-01-11 11:26:00,22.7,42.4
2022-01-11 11:56:00,22.7,42.6
2022-01-11 12:26:00,22.7,43.3
2022-01-11 12:56:00,22.7,43.6
2022-01-11 13:26:00,22.6,44.1
2022-01-11 13:56:00,22.7,44.3
2022-01-11 14:26:00,22.7,44.8
2022-01-11 14:56:00,22.7,44.7
2022-01-11 15:26:00,22.7,45.3
2022-01-11 15:56:00,22.7,45.7
2022-01-11 16:26:00,22.7,44.6
2022-01-11 16:56:00,22.7,45
2022-01-11 17:26:00,22.7,44.6
2022-01-11 17:56:00,22.8,44
2022-01-11 18:26:00,22.7,43.9
2022-01-11 18:56:00,22.8,42.8
2022-01-11 19:26:00,22.8,42
2022-01-11 19:56:00,22.8,41.4
2022-01-11 20:26:00,22.8,40.9
2022-01-11 20:56:00,22.9,40
2022-01-11 21:26:00,22.7,39.3
2022-01-11 21:56:00,22.9,38.6
2022-01-11 22:26:00,22.8,38.2
2022-01-11 22:56:00,22.8,37.6
2022-01-11 23:26:00,22.9,36.5
2022-01-11 23:56:00,22.8,36
2022-01-12 00:26:00,21.7,37
2022-01-12 00:56:00,22.4,36.1
2022-01-12 01:26:00,22.9,34.5
2022-01-12 01:56:00,22.9,33.7
2022-01-12 02:26:00,22.9,33.3
2022-01-12 02:56:00,22.8,32.8
2022-01-12 03:26:00,22.9,32.7
2022-01-12 03:56:00,22.9,32.5
2022-01-12 04:26:00,22.9,31.8
2022-01-12 04:56:00,22.9,31.3
2022-01-12 05:26:00,22.9,30.6
2022-01-12 05:56:00,22.9,29.4
2022-01-12 06:26:00,22.9,29.2
2022-01-12 06:56:00,22.9,29.7
2022-01-12 07:26:00,22.9,30.4
2022-01-12 07:56:00,22.9,30.4
2022-01-12 08:26:00,22.9,30.3
2022-01-12 08:56:00,22.9,30.5
2022-01-12 09:26:00,22.9,30.3
2022-01-12 09:56:00,22.9,30.4
2022-01-12 10:26:00,23,30.3
2022-01-12 10:56:00,22.9,30.4
2022-01-12 11:26:00,22.9,30.8
2022-01-12 11:56:00,22.9,31.4
2022-01-12 12:26:00,22.9,31.9
2022-01-12 12:56:00,22.9,31.9
2022-01-12 13:26:00,22.9,32.3
2022-01-12 13:56:00,22.9,32.3
2022-01-12 14:26:00,22.8,32.4
2022-01-12 14:56:00,22.9,32.4
2022-01-12 15:26:00,22.9,32.6
2022-01-12 15:56:00,22.8,32.8
2022-01-12 16:26:00,22.9,33
2022-01-12 16:56:00,22.9,33.7
2022-01-12 17:26:00,22.9,33.9
2022-01-12 17:56:00,22.9,33.7
2022-01-12 18:26:00,22.8,33.5
2022-01-12 18:56:00,22.9,33.7
2022-01-12 19:26:00,22.9,33.8
2022-01-12 19:56:00,22.8,33.7
2022-01-12 20:26:00,22.9,33.7
2022-01-12 20:56:00,22.9,33.3
2022-01-12 21:26:00,22.8,33.3
2022-01-12 21:56:00,22.9,33
2022-01-12 22:26:00,22.9,32.8
2022-01-12 22:56:00,22.9,32.6
2022-01-12 23:26:00,22.9,32
2022-01-12 23:56:00,22.9,31.8
2022-01-13 00:26:00,22.9,31.4
2022-01-13 00:56:00,22.9,31.1
2022-01-13 01:26:00,22.9,30.9
2022-01-13 01:56:00,22.9,30.9
2022-01-13 02:26:00,22.9,30.7
2022-01-13 02:56:00,22.9,30.6
2022-01-13 03:26:00,22.9,30.4
2022-01-13 03:56:00,22.9,30.3
2022-01-13 04:26:00,22.9,30
2022-01-13 04:56:00,22.9,29.7
2022-01-13 05:26:00,22.9,29.8
2022-01-13 05:56:00,22.9,29.5
2022-01-13 06:26:00,23,29.2
2022-01-13 06:56:00,22.9,29
2022-01-13 07:26:00,22.9,28.9
2022-01-13 07:56:00,22.9,28.7
2022-01-13 08:26:00,23,28.7
2022-01-13 08:56:00,22.9,28.5
2022-01-13 09:26:00,22.9,28.6
2022-01-13 09:56:00,22.9,28.8
2022-01-13 10:26:00,23,29.3
2022-01-13 10:56:00,22.9,29.6
2022-01-13 11:26:00,22.9,30
2022-01-13 11:56:00,22.9,30.4
2022-01-13 12:26:00,22.9,30.6
2022-01-13 12:56:00,22.9,30.9
2022-01-13 13:26:00,22.9,30
2022-01-13 13:56:00,22.9,30.5
2022-01-13 14:26:00,22.8,30.7
2022-01-13 14:56:00,22.9,28.4
2022-01-13 15:26:00,22.9,29.1
2022-01-13 15:56:00,22.9,29.1
2022-01-13 16:26:00,22.8,28.3
2022-01-13 16:56:00,22.9,29.2
2022-01-13 17:26:00,22.8,28.9
2022-01-13 17:56:00,22.8,29.4
2022-01-13 18:26:00,22.9,29.3
2022-01-13 18:56:00,22.8,28.9
2022-01-13 19:26:00,22.9,28.4
2022-01-13 19:56:00,22.9,27.7
2022-01-13 20:26:00,22.9,27.3
2022-01-13 20:56:00,22.9,27.6
2022-01-13 21:26:00,22.9,27.6
2022-01-13 21:56:00,22.9,27.8
2022-01-13 22:26:00,22.9,27.9
2022-01-13 22:56:00,22.9,27.9
2022-01-13 23:26:00,22.8,28
2022-01-13 23:56:00,22.9,27.9
2022-01-14 00:26:00,22.9,27.9
2022-01-14 00:56:00,22.9,28.1
2022-01-14 01:26:00,22.9,28
2022-01-14 01:56:00,22.9,28
2022-01-14 02:26:00,22.9,28
2022-01-14 02:56:00,22.9,27.8
2022-01-14 03:26:00,22.9,27.5
2022-01-14 03:56:00,22.9,27.5
2022-01-14 04:26:00,22.9,27.4
2022-01-14 04:56:00,22.9,27.1
2022-01-14 05:26:00,23,26.5
2022-01-14 05:56:00,22.9,26.8
2022-01-14 06:26:00,23,26.9
2022-01-14 06:56:00,23,26.9
2022-01-14 07:26:00,22.9,26.8
2022-01-14 07:56:00,23,26.7
2022-01-14 08:26:00,23,26.8
2022-01-14 08:56:00,23,26.8
2022-01-14 09:26:00,22.9,26.8
2022-01-14 09:56:00,23,26.7
2022-01-14 10:26:00,23,26.7
2022-01-14 10:56:00,23,26.7
2022-01-14 11:26:00,23,27.1
2022-01-14 11:56:00,23,27.6
2022-01-14 12:26:00,22.9,28.1
2022-01-14 12:56:00,22.9,28.2
2022-01-14 13:26:00,22.9,28.7
2022-01-14 13:56:00,22.9,28.7
2022-01-14 14:26:00,22.9,28.8
2022-01-14 14:56:00,22.9,29
2022-01-14 15:26:00,22.9,29.3
2022-01-14 15:56:00,22.9,29.4
2022-01-14 16:26:00,22.9,29.9
2022-01-14 16:56:00,22.9,30.1
2022-01-14 17:26:00,22.9,30.5
2022-01-14 17:56:00,22.9,30.6
2022-01-14 18:26:00,22.8,30.5
2022-01-14 18:56:00,22.9,30.9
2022-01-14 19:26:00,22.9,30.6
2022-01-14 19:56:00,22.9,30.4
2022-01-14 20:26:00,22.9,30.6
2022-01-14 20:56:00,22.9,30.5
2022-01-14 21:26:00,22.9,30.4
2022-01-14 21:56:00,22.9,30.2
2022-01-14 22:26:00,22.9,29.9
2022-01-14 22:56:00,22.9,29.7
2022-01-14 23:26:00,22.9,29.1
2022-01-14 23:56:00,22.9,28.8
2022-01-15 00:26:00,22.9,28.8
2022-01-15 00:56:00,23,28.6
2022-01-15 01:26:00,22.9,28.8
2022-01-15 01:56:00,23,28.6
2022-01-15 02:26:00,23,28.4
2022-01-15 02:56:00,23,28
2022-01-15 03:26:00,23,28.2
2022-01-15 03:56:00,23.1,28.7
2022-01-15 04:26:00,23,29.4
2022-01-15 04:56:00,22.9,29.1
2022-01-15 05:26:00,22.9,28.9
2022-01-15 05:56:00,23,28.8
2022-01-15 06:26:00,23,28.8
2022-01-15 06:56:00,23,29
2022-01-15 07:26:00,23,29.6
2022-01-15 07:56:00,23,30
2022-01-15 08:26:00,23,30.1
2022-01-15 08:56:00,23,30.2
2022-01-15 09:26:00,22.9,30
2022-01-15 09:56:00,22.9,30.2
2022-01-15 10:26:00,23,30.5
2022-01-15 10:56:00,23,30.3
2022-01-15 11:26:00,22.9,30.3
2022-01-15 11:56:00,23,30.3
2022-01-15 12:26:00,23,29.8
2022-01-15 12:56:00,23,28.8
2022-01-15 13:26:00,22.9,28.3
2022-01-15 13:56:00,23,28
2022-01-15 14:26:00,23,28.2
2022-01-15 14:56:00,22.9,28.3
2022-01-15 15:26:00,23,28.3
2022-01-15 15:56:00,22.9,28.5
2022-01-15 16:26:00,23,29
2022-01-15 16:56:00,22.9,29.3
2022-01-15 17:26:00,23,29.3
2022-01-15 17:56:00,23,29.7
2022-01-15 18:26:00,23,29.3
2022-01-15 18:56:00,22.9,29.3
2022-01-15 19:26:00,23,28.9
2022-01-15 19:56:00,22.9,28.7
2022-01-15 20:26:00,22.9,29.2
2022-01-15 20:56:00,22.9,29.2
2022-01-15 21:26:00,22.9,29.4
2022-01-15 21:56:00,22.9,29.6
2022-01-15 22:26:00,22.9,29.6
2022-01-15 22:56:00,22.9,29.6
2022-01-15 23:26:00,22.9,29.5
2022-01-15 23:56:00,22.9,29.2
2022-01-16 00:26:00,22.9,29.6
2022-01-16 00:56:00,22.9,29.8
2022-01-16 01:26:00,22.9,30.1
2022-01-16 01:56:00,22.9,30.6
2022-01-16 02:26:00,22.9,30.9
2022-01-16 02:56:00,23,31.3
2022-01-16 03:26:00,22.9,32.2
2022-01-16 03:56:00,22.9,33.1
2022-01-16 04:26:00,22.9,32.9
2022-01-16 04:56:00,22.9,32.8
2022-01-16 05:26:00,22.9,33.2
2022-01-16 05:56:00,22.9,33.4
2022-01-16 06:26:00,22.9,33.7
2022-01-16 06:56:00,22.9,34
2022-01-16 07:26:00,22.9,34.2
2022-01-16 07:56:00,22.9,34.2
2022-01-16 08:26:00,22.9,34.6
2022-01-16 08:56:00,22.9,34.6
2022-01-16 09:26:00,22.9,34.9
2022-01-16 09:56:00,22.9,34.9
2022-01-16 10:26:00,22.9,34.6
2022-01-16 10:56:00,22.9,34.5
2022-01-16 11:26:00,22.9,34.4
2022-01-16 11:56:00,22.9,34.6
2022-01-16 12:26:00,22.9,34.7
2022-01-16 12:56:00,22.9,34.4
2022-01-16 13:26:00,22.9,34.9
2022-01-16 13:56:00,22.9,35
2022-01-16 14:26:00,22.9,35.2
2022-01-16 14:56:00,22.8,34.8
2022-01-16 15:26:00,22.9,32.6
2022-01-16 15:56:00,22.9,32.5
2022-01-16 16:26:00,22.9,33.2
2022-01-16 16:56:00,22.9,33.5
2022-01-16 17:26:00,22.9,34.1
2022-01-16 17:56:00,22.9,34.1
2022-01-16 18:26:00,22.8,34.6
2022-01-16 18:56:00,22.8,34.4
2022-01-16 19:26:00,22.9,34.8
2022-01-16 19:56:00,22.8,35.5
2022-01-16 20:26:00,22.8,34.9
2022-01-16 20:56:00,22.8,34.3
2022-01-16 21:26:00,22.8,33.8
2022-01-16 21:56:00,22.8,31.1
2022-01-16 22:26:00,22.9,29.8
2022-01-16 22:56:00,22.9,29.5
2022-01-16 23:26:00,22.9,29.4
2022-01-16 23:56:00,22.9,29.1
2022-01-17 00:26:00,22.9,29
2022-01-17 00:56:00,22.9,28.8
2022-01-17 01:26:00,22.9,28.5
2022-01-17 01:56:00,22.9,28.5
2022-01-17 02:26:00,22.9,28.2
2022-01-17 02:56:00,22.9,27.9
2022-01-17 03:26:00,22.9,27.7
2022-01-17 03:56:00,22.9,27.5
2022-01-17 04:26:00,22.9,27.4
2022-01-17 04:56:00,23,27.1
2022-01-17 05:26:00,22.9,26.9
2022-01-17 05:56:00,22.9,26.7
2022-01-17 06:26:00,22.9,26.7
2022-01-17 06:56:00,23,26.6
2022-01-17 07:26:00,22.9,26.8
2022-01-17 07:56:00,23,26.8
2022-01-17 08:26:00,23,26.8
2022-01-17 08:56:00,23,26.9
2022-01-17 09:26:00,23,27
2022-01-17 09:56:00,23,27.3
2022-01-17 10:26:00,23,27.6
2022-01-17 10:56:00,23,28.2
2022-01-17 11:26:00,23,28.2
2022-01-17 11:56:00,22.9,28.3
2022-01-17 12:26:00,22.9,28.3
2022-01-17 12:56:00,22.9,28.1
2022-01-17 13:26:00,22.9,28.7
2022-01-17 13:56:00,22.9,28.7
2022-01-17 14:26:00,22.9,28.9
2022-01-17 14:56:00,22.9,28.6
2022-01-17 15:26:00,22.8,28.9
2022-01-17 15:56:00,22.9,28.8
2022-01-17 16:26:00,22.9,29.3
2022-01-17 16:56:00,22.9,29.9
2022-01-17 17:26:00,22.9,30.2
2022-01-17 17:56:00,22.9,29.9
2022-01-17 18:26:00,22.8,30.2
2022-01-17 18:56:00,22.9,30.1
2022-01-17 19:26:00,22.9,30.4
2022-01-17 19:56:00,22.9,30.3
2022-01-17 20:26:00,22.9,30.5
2022-01-17 20:56:00,23,30.4
2022-01-17 21:26:00,22.9,30.3
2022-01-17 21:56:00,22.9,29.9
2022-01-17 22:26:00,22.9,29.7
2022-01-17 22:56:00,23,29.7
2022-01-17 23:26:00,22.9,29.6
2022-01-17 23:56:00,22.9,29.6
2022-01-18 00:26:00,22.9,29.2
2022-01-18 00:56:00,22.9,28.7
2022-01-18 01:26:00,22.9,28.8
2022-01-18 01:56:00,22.9,28.4
2022-01-18 02:26:00,23,28
